id,Describe.Before,Pre_ID,PID_L.Tattoo,PID_LT_HN,PID_A.Tattoo,PID_AT_HN,PID_Both_HN,Tatt.in.Any,Q21.Tatt,Lineup.Condition,Age,Gender,Race,Sus.Fill,Lineup.Choice,Lineup,Feedback,DQ.Attention.Check,DQ.Heard.about,DQ.Heard.about.Text,Q19_Describe,Q20_Features,Q21_Easiest_to_ID,RK_1_1,RK_1_2,RK_1_3,RK_1_4,RK_1_5,Tat.RK_1_6,RK_1_7,RK_1_8,RK_1_9,RK_1_10,RK_2_1,RK_2_2,RK_2_3,RK_2_4,RK_2_5,Tat.RK_2_6,RK_2_7,RK_2_8,RK_2_9,RK_2_10,RK_3_1,RK_3_2,RK_3_3,RK_3_4,RK_3_5,Tat.RK_3_6,RK_3_7,RK_3_8,RK_3_9,RK_3_10
16039,0,,,,,,,0,0,0,18,2,1,1,8,7,0,5,2,,"male, light caramel skin tone, no visible tattoos, longish brown/black hair, broad nose","no visible tattoos or piercings; broad nose, and brown eyes","The height, hair color and length, and nose shape",2,2,1,1,1,2,2,1,2,1,,,2,1,1,2,,2,,1,11,11,6,11,11,11,11,8,11,11
16041,1,"one carjacker was male, african american, height of 5'11 between 6'1, short black hair (not exactly a buzz cut), the other carjacker looked to be male, either hispanic or white, was shorter than the other carjacker could've been 5'10, he had longer curly brunette or black hair, both carjackers wore dark colored clothes, both seemed to be wearing jeans or pants and short sleeve t-shirts, they both did not appear to have facial hair, glasses, or any other obvious features like scars. I don't recall seeing tattoos or piercings on the carjackers.",0,0,0,0,0,1,0,1,18,2,4,1,8,2,0,5,2,,"male, small face tattoo on his cheek, brown/black curly hair that had gel in it, fair tan skin tone, could've been 5'10 or around that height, average built","the first feature I saw was his hair and that it was curly, then I assumed he was latino by his overall appearance, he didn't seem very but he seemed taller than me so around 5'10, then I saw that the clothes were dark colors but they were ordinary clothes like jeans or pants and a short sleeve t-shirt, then in the line I saw he had a small face tattoo on his cheek, I don't remember what the tattoo was but I think the tattoo and round and red and black",his hair and that it was curled and that his skin tone seemed to be the same skin tone of the carjacker in the video,2,2,1,1,1,1,2,2,2,1,,,1,1,1,2,,,,1,,,6,9,10,11,,,,11
16043,0,,,,,,,0,1,1,18,2,2,1,8,1,0,5,2,,"Male, young",n/a,tattoos,1,2,1,1,1,1,2,2,1,1,1,1,2,1,2,2,2,2,2,1,11,11,6,11,11,5,5,5,6,11
16049,1,There was a Caucasian guy wearing a black shirt and black bottoms and there was a African American guy as well also wearing black shit and gray sweats.,0,0,0,0,0,0,0,1,18,2,1,1,8,2,1,5,2,,"He was male, light skin tone, brown or black hair and face was round",Was not able to see if the Latino culprits had tattoos,"The face shape, body type, the hair color and skin color",1,2,1,1,1,1,2,2,2,1,1,1,1,1,1,2,2,2,1,1,11,11,11,11,11,11,11,11,11,11
16053,0,,,,,,,0,0,0,19,2,1,1,8,10,1,5,2,,"Male, darker skin tone, no tattoos, and he had brown/black hair.",I didn't notice any distinctive features on the Latino culprit.,"He was average hight, with brown/black hair, dark tan complexion, no tattoos/piercings etc., he was also wearing all black.",1,2,1,1,1,2,2,2,2,1,1,,2,1,2,,,,,1,9,9,6,11,6,9,6,6,8,11
16055,1,"Two African American males, nearly of 5'10 tall with short hair and wearing black polo t-shirts and black jeans as well black sneakers armed with weapon.",0,0,0,0,0,1,0,0,18,2,1,0,4,9,1,5,2,,In the video the culprit the male was a latino with a brownish color skin with semi short black hair with a small tattoo and was wearing all black from black polo t shirt black jeans and black shoes.,He had tattoos around his face and body and also have some scars and looks somewhat associated with a gang.,"The appearance that would make it easier is the characteristics on the face and hair, height, color skin and race as well what they were sharing.",2,2,2,1,1,1,2,1,2,1,2,2,2,1,1,1,2,1,2,1,11,8,9,11,11,11,8,11,11,11
16058,0,,,,,,,0,0,0,18,2,1,1,8,10,1,5,2,,The culprit was male with a shaven or bald head and had medium dark skin,"The culprit looked a bit heavier in the video, he was also fairly tall.",what made it easy to identify his appearance was the look in his eyes. The other people in the line up were serious and their eyes were looking straight into the camera while the culprit had softer eyes with a look of worry which made his stand out against everyone else,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,11,11,11,11,11,11,9,11
16063,1,They were wearing black shirts and they were both tall in height.,0,0,0,0,0,1,1,1,18,2,1,0,4,6,1,5,2,,"he was male, light skin complection, did have tattoos I believe and had dark hair.",Yes I recall seeing tattoos i believe on one of the guys and I don't remember seeing any piercings.,What made it easy for me to point out was his skin tone and his hair because I knew that he isn't bald but he did have tattoos,1,2,2,1,2,1,1,2,2,1,1,,,1,,1,1,,,1,7,2,4,11,3,7,2,3,2,10
16065,0,,,,,,,0,0,0,18,2,1,1,8,8,1,5,2,,"Male, tan skin tone, short dark hair(black or dark brown), no tattoos, medium sized lips, big nose, normal brown eyes.","From what I saw there were no tattoos, scars, piercings.","His hair, body type, and facial features.",1,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,10,10,9,11,8,11,7,8,6,11
16069,1,they were both wearing black and looked Hispanic and had facial hair. One of them had a lot of tattoos.,,,,,,1,0,0,18,3,1,1,8,11,1,5,2,,"a tall male, black hair, no facial hair, some tattoos","the other latino had tattoos, bald, and was tall. I didn't see any scars or piercings.",his hair and face,1,1,2,1,1,2,2,1,2,1,2,1,2,1,1,2,2,1,1,1,7,10,7,11,11,9,8,10,11,11
16072,0,,,,,,,0,0,0,18,1,4,1,8,8,0,5,2,,"No tattoos, clean face, short side and back hair, longer top hair, black shirt, latino","No tattoos, he had no scars, piercings or anything out of the ordinary. Just a shirt and himself","Clean face (no tattoos), black hair, latino",1,2,2,1,1,2,2,2,1,1,1,1,2,1,2,1,1,1,1,1,10,9,6,11,7,10,9,11,9,11
16083,1,Both of the carjackers were men. The carjacker that had a weapon was African American and the one who drove the car appeared to be Hispanic.,0,0,0,0,0,0,0,0,19,2,1,1,8,7,0,5,2,,The Latino culprit was male and didn't appear to be a robber. His skin tone was light and didn't have any visible tattoos on his body. His hair was dark color and appeared to be silky. The culprit didn't have any facial hairs. Another thing I noticed about him was that he kind of had a baby face that looked innocent. As I was looking at his body he looked bigger and sort of swole.,The Latino culprit did not have any visible tattoos or piercings on his body. The culprit looked very clean and appeared to be in his early 20s.,"The features of his appearance that made it easiest to identify the culprit was his hair, eyebrows, eyes, and cheeks. Another factor that helped me was that the culprit didn't have any facial tattoos.",1,2,1,1,1,2,2,2,2,1,1,1,2,1,1,1,2,1,,1,11,11,8,11,10,11,7,9,9,11
16090,0,,,,,,,0,0,1,19,2,4,1,8,6,0,5,2,,"Male, early-mid 20's, black shirt, medium length hair, light complected",Didn't see any tattoos. Was wearing a black shirt,"Skin tone, colored shirt",2,2,2,1,2,2,2,2,2,1,,,,1,,,,,,1,5,11,1,11,4,1,6,1,1,11
16092,1,"Both wearing all black. A black male maybe a foot taller than the victim and skinny. A latino male around the same height as the victim, maybe shorter. I think the latino male had a mustache.",0,0,0,0,0,0,0,0,19,2,1,1,8,12,1,5,2,,"Male, yellow tan skin tone, no visible tattoos, superman's hair length, and I though he had a mustache, but apparently not.",Don't remember any distinctive features from the suspect.,"Hair length, age, and skin tone.",1,2,2,1,1,2,2,2,2,1,2,,,1,1,1,1,1,2,1,9,11,8,11,10,10,10,10,7,11
16096,0,,,,,,,0,0,1,18,2,1,0,4,2,0,5,2,,"He was a male, light skin toned, had brown hair and no facial hair",I believe he did have a tattoo on his arm,He was wearing all black and was with another person,1,2,2,1,2,2,2,2,2,1,1,1,1,1,2,2,,,,1,10,11,8,11,8,5,7,10,7,8
16098,1,Both of the car jackers were wearing a black tee shirt. One seemed Mexican while the other seemed hispanic. The hispanic looking guy had light blue jeans and was wearing a golden watch and the mexican looking guy had black jeans. The mexican looking guy was also holding a gun.,0,0,0,0,0,0,0,0,18,2,1,1,8,12,0,5,2,,"There were two males, one was lightskin and the other was a little darker. One had lots of hair and the other was kind of bald. The darker guy seemed taller than the light skin person. The light skin person had a little hair in his chin.",The light skin person was wearing a golden watch on his left arm. The taller guy had a black gun and also it seemed like he had a tattoo on his left arm.,The skin color made it easy and the hair was dark. The light skin person seemed a bit chunky.,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,9,9,11,11,11,2,2,10,11,11
16103,1,"They were both men, one white and one brown or black. They were both dressed in black and had dark hair. The brown/black man pinned the car owner against the car and the white man drove the vehicle away.",0,0,0,0,0,0,0,0,18,2,4,0,4,11,0,5,2,,"Male, brown skin. I couldn't see any tattoos on the screen. He had a beard and was tall.",It did not seem like he had any major piercings. It was difficult to tell from the video since most of the culprit's body was covered by the car.,"The ""structure"" of his head",1,2,1,1,2,2,2,2,1,1,1,2,1,1,1,1,,,1,1,11,6,8,,11,1,,,6,11
